category_id,story_id,question_NO,question_id,en,ja,voice,answer,chips,audio,audio_auto,icon_first,position_first
c02,s011,1,c02_s011_q1,"""Hold on. Could you not do the painful thing?""",「ちょっと待て、痛いのはやめてくれないか？」,Gregory,"""Hold on. Could you not do the painful thing?""","""Hold|on.|Could|you|not|do|the|painful|thing?""",c02_s011_q1.mp3,1,Gregory.png,left
c02,s011,2,c02_s011_q2,the Demon Lord said in a panic.,魔王は慌てて言った。,Kevin,the Demon Lord said in a panic.,the|Demon|Lord|said|in|a|panic.,c02_s011_q2.mp3,1,Kevin.png,narration
c02,s011,3,c02_s011_q3,"""But... the king said... to defeat the Demon Lord...""",「でも…王様が…魔王を倒せって…」,Kevin,"""But... the king said... to defeat the Demon Lord...""","""But...|the|king|said...|to|defeat|the|Demon|Lord...""",c02_s011_q3.mp3,1,Kevin.png,right
c02,s011,4,c02_s011_q4,Huh? My voice was losing its energy.,あれ、声に勢いがなくなってきた。,Kevin,Huh? My voice was losing its energy.,Huh?|My|voice|was|losing|its|energy.,c02_s011_q4.mp3,1,Kevin.png,narration
c02,s011,5,c02_s011_q5,"""Oh no! The Brave spell is wearing off!""",「いけない！ブレイブの魔法が切れちゃう！」,Ivy,"""Oh no! The Brave spell is wearing off!""","""Oh|no!|The|Brave|spell|is|wearing|off!""",c02_s011_q5.mp3,1,Ivy.png,left
c02,s011,6,c02_s011_q6,"The moment Amelia said that, my legs started shaking again.",アメリアがそういうと同時に、僕の足は再び震えだした。,Kevin,"The moment Amelia said that, my legs started shaking again.","The|moment|Amelia|said|that,|my|legs|started|shaking|again.",c02_s011_q6.mp3,1,Kevin.png,narration
c02,s011,7,c02_s011_q7,"""Um... I'm sorry... I'm scared, and I want to go home.""",「あの…すみません…怖くて、帰りたいです」,Kevin,"""Um... I'm sorry... I'm scared, and I want to go home.""","""Um...|I'm|sorry...|I'm|scared,|and|I|want|to|go|home.""",c02_s011_q7.mp3,1,Kevin.png,right
c02,s011,8,c02_s011_q8,"When I said that in a pathetic voice, the Demon Lord answered.",情けない声で僕が言うと、魔王が答えた。,Kevin,"When I said that in a pathetic voice, the Demon Lord answered.","When|I|said|that|in|a|pathetic|voice,|the|Demon|Lord|answered.",c02_s011_q8.mp3,1,Kevin.png,narration
c02,s011,9,c02_s011_q9,"""Well... I'll move somewhere a little farther away, so could you please not defeat me?""",「私も…もうちょっと遠いところに行くから、倒さないでもらえるかな？」,Gregory,"""Well... I'll move somewhere a little farther away, so could you please not defeat me?""","""Well...|I'll|move|somewhere|a|little|farther|away,|so|could|you|please|not|defeat|me?""",c02_s011_q9.mp3,1,Gregory.png,left
c02,s011,10,c02_s011_q10,"""Th-that sounds good! Let's do that!""",「そ…それがいいですね！そうしましょう！」,Kevin,"""Th-that sounds good! Let's do that!""","""Th-that|sounds|good!|Let's|do|that!""",c02_s011_q10.mp3,1,Kevin.png,right
c02,s011,11,c02_s011_q11,I felt a little relieved.,僕は少し安心した。,Kevin,I felt a little relieved.,I|felt|a|little|relieved.,c02_s011_q11.mp3,1,Kevin.png,narration
c02,s011,12,c02_s011_q12,I thought I heard Amelia sigh.,アメリアのため息が聞こえた気がした。,Kevin,I thought I heard Amelia sigh.,I|thought|I|heard|Amelia|sigh.,c02_s011_q12.mp3,1,Kevin.png,narration
