category_id,story_id,question_NO,question_id,en,ja,voice,answer,chips,audio,audio_auto,icon_first,position_first
c02,s010,1,c02_s010_q1,"""The Demon Lord? Easy win! Let's go beat him already!"" I said.",僕は「魔王？楽勝でしょ！早く倒しに行こーぜ！」と言った。,Kevin,"""The Demon Lord? Easy win! Let's go beat him already!"" I said.","""The|Demon|Lord?|Easy|win!|Let's|go|beat|him|already!""|I|said.",c02_s010_q1.mp3,1,Kevin.png,right
c02,s010,2,c02_s010_q2,"I was really scared, but for some reason words like that came out on their own.",本当は怖いのに、なぜか勝手にそんな言葉がでてくる。,Kevin,"I was really scared, but for some reason words like that came out on their own.","I|was|really|scared,|but|for|some|reason|words|like|that|came|out|on|their|own.",c02_s010_q2.mp3,1,Kevin.png,narration
c02,s010,3,c02_s010_q3,And then my legs started moving on their own too.,そして、足が勝手に動いてしまう。,Kevin,And then my legs started moving on their own too.,And|then|my|legs|started|moving|on|their|own|too.,c02_s010_q3.mp3,1,Kevin.png,narration
c02,s010,4,c02_s010_q4,"In complete confusion, I marched along cheerfully, and I ended up right in front of the Demon Lord.",混乱しながら、僕は軽快に進み、魔王の前まで来てしまった。,Kevin,"In complete confusion, I marched along cheerfully, and I ended up right in front of the Demon Lord.","In|complete|confusion,|I|marched|along|cheerfully,|and|I|ended|up|right|in|front|of|the|Demon|Lord.",c02_s010_q4.mp3,1,Kevin.png,narration
c02,s010,5,c02_s010_q5,"""Fuhaha. So you are the hero.""",「ふはは、お前が勇者か」,Gregory,"""Fuhaha. So you are the hero.""","""Fuhaha.|So|you|are|the|hero.""",c02_s010_q5.mp3,1,Gregory.png,left
c02,s010,6,c02_s010_q6,"The Demon Lord, wrapped in a sinister aura, said this quietly.",まがまがしいオーラをまとった魔王はぽつりと言った。,Kevin,"The Demon Lord, wrapped in a sinister aura, said this quietly.","The|Demon|Lord,|wrapped|in|a|sinister|aura,|said|this|quietly.",c02_s010_q6.mp3,1,Kevin.png,narration
c02,s010,7,c02_s010_q7,My mouth spoke on its own.,僕の口は勝手に言った。,Kevin,My mouth spoke on its own.,My|mouth|spoke|on|its|own.,c02_s010_q7.mp3,1,Kevin.png,narration
c02,s010,8,c02_s010_q8,"""I will defeat you with the Hero's Sword! That's all there is to it!""",「勇者の剣で、お前を倒す！それだけだ！」,Kevin,"""I will defeat you with the Hero's Sword! That's all there is to it!""","""I|will|defeat|you|with|the|Hero's|Sword!|That's|all|there|is|to|it!""",c02_s010_q8.mp3,1,Kevin.png,right
c02,s010,9,c02_s010_q9,"""What?! You will defeat me with the Hero's Sword?""",「何っ！？勇者の剣で私を倒すだと？」,Gregory,"""What?! You will defeat me with the Hero's Sword?""","""What?!|You|will|defeat|me|with|the|Hero's|Sword?""",c02_s010_q9.mp3,1,Gregory.png,left
c02,s010,10,c02_s010_q10,"Suddenly, the Demon Lord looked uneasy.",魔王は急に不安そうな表情を浮かべた。,Kevin,"Suddenly, the Demon Lord looked uneasy.","Suddenly,|the|Demon|Lord|looked|uneasy.",c02_s010_q10.mp3,1,Kevin.png,narration
